country,name_short,partyfacts_id,name_english_x,page_id,handle,country_left,year_first,year_last,share,share_year,see_comments,data_collected,active_2010_or_after,facebook_handle_found,twitter_handle_TF,twitter_handle,D_comments,J_comments,T_comments,twitter_handle_lower,author_id
ESP,PODEMOS,3203,We Can,303501,ahorapodemos,Spain,2014,9999,20.7,2015,NA,TRUE,TRUE,TRUE,TRUE,PODEMOS,NA,NA,NA,podemos,2288138575
SWE,KD,651,Christian Democrats,358444,Kristdemokraterna,Sweden,1964,9999,11.8,1998,NA,TRUE,TRUE,TRUE,TRUE,kdriks,NA,NA,NA,kdriks,19014898
SWE,B/C,199,Farmers' League / Centre Party,361418,centerpartiet,Sweden,1913,9999,25.1,1973,NA,TRUE,TRUE,TRUE,TRUE,Centerpartiet,NA,NA,NA,centerpartiet,3796501
SWE,Fi,1240,Feminist Initiative,136538,feministisktinitiativ,Sweden,2009,9999,3.1,2014,NA,TRUE,TRUE,TRUE,TRUE,Feministerna,NA,NA,NA,feministerna,23077161
SWE,AV / H / HP / M,690,General Electoral League / The Right / Right Wing Party / Moderate Party,352146,moderaterna,Sweden,1904,9999,30,2010,NA,TRUE,TRUE,TRUE,TRUE,moderaterna,NA,NA,NA,moderaterna,19226961
SWE,MP,456,Greens,129214,miljopartiet,Sweden,1981,9999,7.3,2010,NA,TRUE,TRUE,TRUE,TRUE,miljopartiet,NA,NA,NA,miljopartiet,18124359
SWE,V,830,Left Party / Communist Party,129213,vansterpartiet,Sweden,1917,9999,12,1998,NA,TRUE,TRUE,TRUE,TRUE,vansterpartiet,NA,NA,NA,vansterpartiet,17233550
SWE,Fpl / L,1274,Liberal People's Party / The Liberals,361421,liberalernas,Sweden,1934,9999,40.2,1911,NA,TRUE,TRUE,TRUE,TRUE,liberalerna,NA,NA,NA,liberalerna,18687011
SWE,PP,1485,Pirate Party,1625907,piratpartiet,Sweden,2009,9999,0.6,2010,NA,TRUE,TRUE,TRUE,TRUE,piratpartiet,NA,NA,NA,piratpartiet,18448607
SWE,S,487,Social Democrats / Social Democratic Workers' Party of Sweden,129212,socialdemokraterna,Sweden,1889,9999,53.8,1940,NA,TRUE,TRUE,TRUE,TRUE,socialdemokrat,NA,NA,NA,socialdemokrat,3801501
SWE,SD,409,Sweden Democrats,352025,sverigedemokraterna,Sweden,1988,9999,12.9,2014,NA,TRUE,TRUE,TRUE,TRUE,sdriks,NA,NA,NA,sdriks,97878686
CHE,Grue,1006,Green Party,472149,gruenech,Switzerland,1979,9999,9.6,2007,NA,TRUE,TRUE,TRUE,TRUE,GrueneCH,NA,NA,NA,gruenech,240161502
CHE,EVP,1123,Protestant Peoples Party,477247,evppev,Switzerland,1919,9999,2.4,2007,NA,TRUE,TRUE,TRUE,TRUE,evppev,NA,NA,NA,evppev,50961230
CHE,SP,29,Social Democratic Party of Switzerland,428485,spschweiz,Switzerland,1919,9999,30.8,1917,NA,TRUE,TRUE,TRUE,TRUE,spschweiz,NA,NA,NA,spschweiz,40681558
CHE,SVP,308,Swiss People's Party,428671,SVPch,Switzerland,1971,9999,28.9,2007,NA,TRUE,TRUE,TRUE,TRUE,SVPch,NA,NA,NA,svpch,168790724
CHE,LdT,1661,Ticino League,516764,LegadeiTicinesi,Switzerland,1991,9999,1.4,1991,NA,TRUE,TRUE,TRUE,TRUE,LEGAdeiTicinesi,NA,NA,NA,legadeiticinesi,938786736
GBR,Con,1567,Conservatives,136416,conservatives,UK,1834,9999,55,1931,NA,TRUE,TRUE,TRUE,TRUE,Conservatives,NA,NA,NA,conservatives,14281853
GBR,DUP,335,Democratic Unionist Party,348421,democraticunionistparty,UK,1974,9999,0.9,2005,X,TRUE,TRUE,TRUE,TRUE,duponline,NA,NA,NA,duponline,19977542
GBR,GP,1794,Green Party of England and Wales,137454,thegreenparty,UK,1990,9999,3.8,2015,NA,TRUE,TRUE,TRUE,TRUE,TheGreenParty,NA,NA,NA,thegreenparty,15529670
GBR,Lab,1516,Labour,16965,labourparty,UK,1900,9999,48.8,1951,NA,TRUE,TRUE,TRUE,TRUE,UKLabour,NA,NA,NA,uklabour,14291684
GBR,LD,1388,Liberal Democrats,41669,libdems,UK,1988,9999,23,2010,NA,TRUE,TRUE,TRUE,TRUE,LibDems,NA,NA,NA,libdems,5680622
GBR,Plaid,1002,Plaid Cymru ‚Äì the Party of Wales,426510,PlaidCymruWales,UK,1925,9999,0.7,2001,X,TRUE,TRUE,TRUE,TRUE,Plaid_Cymru,NA,NA,NA,plaid_cymru,14411725
GBR,SNP,986,Scottish National Party,138795,theSNP,UK,1934,9999,4.7,2015,NA,TRUE,TRUE,TRUE,TRUE,theSNP,NA,NA,NA,thesnp,77821953
GBR,SF,963,Sinn Fein,149000000000000,sinnfein,UK,1905,9999,4.6,1918,NA,TRUE,TRUE,TRUE,TRUE,sinnfeinireland,NA,NA,NA,sinnfeinireland,22628924
GBR,SDLP,762,Social Democratic and Labour Party,348422,SocialDemocraticLabourParty,UK,1974,9999,0.6,1997,NA,TRUE,TRUE,TRUE,TRUE,SDLPlive,NA,NA,NA,sdlplive,21796893
GBR,UUP,1366,Ulster Unionist Party,108000000000,ulsterunionistparty,UK,1905,9999,0.8,1983,NA,TRUE,TRUE,TRUE,TRUE,uuponline,NA,NA,NA,uuponline,21090736
GBR,UKIP,601,United Kingdom Independence Party,136425,UKIP,UK,1993,9999,12.7,2015,NA,TRUE,TRUE,TRUE,TRUE,UKIP,NA,NA,NA,ukip,358204197
BEL,PVDA PTB,1753,Workers' Party of Belgium,350393,ptbbelgique,Belgium,NA,NA,NA,NA,x,TRUE,TRUE,TRUE,TRUE,ptbbelgique,NA,"I think this is the same party as row 34, but this is the FB page in French and the one listed on 34 is their FB page in Dutch.",NA,ptbbelgique,85941439
HRV,GLAS,8178,Civic Liberal Alliance,NA,glas.cla,Croatia,2017,9999,2.6,NA,x,FALSE,TRUE,TRUE,TRUE,strankaglas,This is the handle listed on their offical website but Twitter says the account doesn't exist.  Nothing else came up in searches,NA,NA,strankaglas,1052873466502926300
HRV,Hrast,3138,Croatian Growth,NA,hrast.hr,Croatia,2011,9999,2.5,2013,NA,FALSE,TRUE,TRUE,TRUE,Stranka_Hrast,NA,NA,NA,stranka_hrast,1084550853942538200
FRA,PG,8359,Left Party,NA,partidegauche.national,France,2009,9999,6.6,2014,NA,FALSE,TRUE,TRUE,TRUE,LePG,NA,NA,NA,lepg,35022597
FRA,MF,364,Movement for France,NA,pourlafrance.fr,France,1994,9999,1.2,2007,x,FALSE,TRUE,TRUE,TRUE,le_pcd,"Party dissolved in 2018, Twitter page is private",NA,NA,le_pcd,1308504283168608300
ITA,PaP,8247,Power to the People,NA,poterealpopolo.org,Italy,2017,9999,1.1,2018,NA,FALSE,TRUE,TRUE,TRUE,potere_alpopolo,NA,NA,NA,potere_alpopolo,93628472779486e4
POL,UPR,283,Real Politics Union,171000000000000,uniapolitykirealnej,Poland,1991,2011,3.2,1993,NA,TRUE,TRUE,TRUE,TRUE,UPR_org,NA,NA,NA,upr_org,2459816404
ROU,PV,7033,Green Party,114000000000000,partidul.verde,Romania,2005,9999,0.9,2012,NA,TRUE,TRUE,TRUE,TRUE,verzii,NA,NA,NA,verzii,74506083
ESP,PDeCAT,6027,Catalan European Democratic Party,155000000000,pdemocratacat,Spain,2016,9999,2.2,2016,NA,TRUE,TRUE,TRUE,TRUE,Pdemocratacat,NA,NA,NA,pdemocratacat,10242562
ESP,CC,5623,Commitment Coalition,194000000000000,coaliciocompromis,Spain,2010,9999,2.7,2015,X,TRUE,TRUE,TRUE,TRUE,compromis,NA,"Is a coalition, but remains active and prominent.",NA,compromis,148867925
ESP,PCPE,8185,Communist Party of the Peoples of Spain,222000000000000,pcpe.web,Spain,1984,9999,4.6,1986,NA,TRUE,TRUE,TRUE,TRUE,webpcpe,NA,NA,NA,webpcpe,NA
ESP,UPN,722,Navarrese Peoples Union,107000000000,uniondelpueblonavarro,Spain,1979,9999,0.6,2004,NA,TRUE,TRUE,TRUE,TRUE,upn_navarra,NA,NA,NA,upn_navarra,196693430
ESP,PSOE-A,6632,Spanish Socialist Workers' Party of Andalusia,192000000000,psoe.andalucia,Spain,1977,9999,9.9,1982,NA,TRUE,TRUE,TRUE,TRUE,psoedeandalucia,NA,I don't really know why this party is listed because this just seems to be a regional branch of PSOE (above),NA,psoedeandalucia,18097083
ESP,EU,449,United Extremadura,194000000000000,extremaduraunida,Spain,1980,9999,1.4,2011,NA,TRUE,TRUE,TRUE,TRUE,exunida,NA,NA,NA,exunida,2150699688
GBR,CoPA,4885,Co-operative Party,7569385657,coopparty,UK,1917,9999,3.8,2015,NA,TRUE,TRUE,TRUE,TRUE,CoopParty,NA,NA,NA,coopparty,20686582
GBR,GP-NI,8240,Green Party in Northern Ireland,642000000000000,greenparty,UK,1983,9999,1,2015,NA,TRUE,TRUE,TRUE,TRUE,GreenPartyNI,NA,NA,NA,greenpartyni,16629431
GBR,IN,2050,Irish Nationalist [Northern Ireland],NA,anpairtinaisiunta,UK,1945,9999,12.8,1885,X,TRUE,TRUE,TRUE,TRUE,NationalPartyIE,NA,"I *think* this is the National Party of Ireland https://nationalparty.ie/. It doesn't seem like any ""Irish Nationalist"" party exists under that name, which makes sense since the share_year is 1885, so the party must've changed since then.... but I'm unsure about this one. Seems like an interesting right-wing party to include though.",NA,nationalpartyie,795737664049807400
GBR,SGP,6687,Scottish Green Party,17999726169,scottishgreens,UK,1990,9999,8.1,2014,NA,TRUE,TRUE,TRUE,TRUE,scotgp,NA,NA,NA,scotgp,1359138887919140900
DEU,NPD,1723,National Democratic Party,339073,npd.de,Germany,1964,9999,4.3,1969,NA,TRUE,TRUE,TRUE,TRUE,npdde,Twitter says this account ahs been suspended,NA,NA,npdde,NA
HRV,HKDS,5458,Croatian Christian Democratic Party,NA,demokrscanihds,Croatia,2009,9999,3,1992,NA,FALSE,TRUE,TRUE,TRUE,HdsHrvatska,Link on their offical website just takes you back to Twitter but I found this when searching!,NA,NA,hdshrvatska,994872038685925400
EST,ERL,110,People's Union of Estonia,NA,eestimaa.rahvaliit.3,Estonia,2000,2012,13,2003,x,FALSE,TRUE,TRUE,TRUE,rahvaliitlane,"From Wiki -  on 24 March 2012, the party merged with the Estonian Patriotic Movement into the Conservative People's Party of Estonia, so it's no longer a party.",NA,NA,rahvaliitlane,229205652
DEU,CDU/CSU,211,Christian Democratic Union / Christian Social Union,NA,cducsubundestagsfraktion,Germany,1949,9999,50.2,1957,NA,FALSE,TRUE,TRUE,TRUE,cducsubt,NA,NA,NA,cducsubt,46085533
HUN,PM,3115,Dialogue for Hungary,NA,parbeszedmagyarorszagert,Hungary,2013,9999,7.2,2014,NA,FALSE,TRUE,TRUE,TRUE,parbeszedPM,This is the handle listed on their offical website but Twitter says the account doesn't exist.  Nothing else came up in searches,NA,NA,parbeszedpm,NA
IRL,AAA / S,8242,Anti-Austerity Alliance / Solidarity,NA,solidarityie,Ireland,2014,9999,2,2016,NA,FALSE,TRUE,TRUE,TRUE,solidarityie,NA,NA,NA,solidarityie,1910508002
ITA,Art.1,8361,Article One,NA,Articolo1Modempro,Italy,2017,9999,1.3,2018,NA,FALSE,TRUE,TRUE,TRUE,articoloUnoMDP,NA,NA,NA,articolounomdp,3295067231
ITA,CPI,8244,CasaPound Italy,NA,casapounditalia,Italy,2003,9999,1,2018,x,FALSE,TRUE,TRUE,TRUE,CasaPoundItalia,"I found a FB handle from the offical website but it's dead - I linked it here in case it comes back up or something? This handle is linked all over their website, which is active, so I'm not sure what's going on there...",NA,"I actually collected some of these data using the old API, same with the BNP in the UK, so I can try to recover this",casapounditalia,NA
ITA,FiD,2279,Stop the Decline,NA,fermareildeclino,Italy,2013,2015,1.1,2013,x,FALSE,TRUE,TRUE,TRUE,FermareDeclino,"This party disbanded around 2014 - Their Twitter redirects you to Basta Parole! , so maybe that's the new party?",NA,NA,fermaredeclino,1065927438
ITA,IEI,7671,Together,NA,insieme2018,Italy,2017,2018,0.6,2018,x,FALSE,TRUE,TRUE,TRUE,insieme2018,According to Wiki this is a progressive coalitiomn of parties,NA,NA,insieme2018,941240370159083500
AUT,NA,-99999999,NA,12065196,EuropaAnders,Austria,NA,NA,NA,NA,x,FALSE,TRUE,TRUE,TRUE,EuropaAnders,NA,"This appears to be a coalition between The KPÖ, the Pirate Party, Der Wandel (“The Change”) and non-partisan independents in Austria, which might be why it isn't on PartyFacts. Not sure we want to include this in the analysis?",NA,europaanders,2265964188
HRV,NA,-99999999,NA,12065175,mozemo.hr,Croatia,NA,NA,NA,NA,x,FALSE,TRUE,TRUE,TRUE,mozemoHR,NA,This is a green-left coalition for the EU parliament https://en.wikipedia.org/wiki/We_can!_(Croatia). Not sure if we want to use this. Not on PartyFacts,NA,mozemohr,1087341835373199400
HRV,NA,-99999999,NA,12065179,novaljevica.hr,Croatia,NA,NA,NA,NA,x,FALSE,TRUE,TRUE,TRUE,NLjevica,NA,https://en.wikipedia.org/wiki/New_Left_(Croatia) not sure why this isn't on PartyFacts...,NA,nljevica,1288100439498600400
HRV,NA,-99999999,NA,12065157,hrsuverenisti,Croatia,NA,NA,NA,NA,x,FALSE,TRUE,TRUE,TRUE,suverenisti,NA,"This seems to be a coalition, too https://hr.wikipedia.org/wiki/Hrvatski_suverenisti_(koalicija)",NA,suverenisti,1105076343090409500
CZE,NA,-99999999,NA,2181005,narodnidemokracie,Czech Republic,NA,NA,NA,NA,x,FALSE,TRUE,TRUE,TRUE,NarDemokracie,NA,"This appears to be a legitimate, euro-sceptical party in the Czech Republic https://en.wikipedia.org/wiki/National_Democracy_(Czech_Republic), so I'm not sure why it's not on PartyFacts...",NA,nardemokracie,908437276740456400
FRA,NA,-99999999,NA,6150681,resistonsfrance,France,NA,NA,NA,NA,x,FALSE,TRUE,TRUE,TRUE,ResistonsFrance,NA,This just appears to be the slogan of a 2017 presidential candidate in france https://en.wikipedia.org/wiki/Jean_Lassalle. The page is basically his campaign page.,NA,resistonsfrance,785082087237886e3
FRA,NA,-99999999,NA,1524072,solidariteetprogres,France,NA,NA,NA,NA,x,FALSE,TRUE,TRUE,TRUE,SetP_officiel,NA,"Not sure why this isn't on PartyFacts, appears to be a legitimate party: https://fr.wikipedia.org/wiki/Solidarit%C3%A9_et_progr%C3%A8s",NA,setp_officiel,606292118
GRC,NA,-99999999,NA,7714779,plefsieleftherias,Greece,NA,NA,NA,NA,x,FALSE,TRUE,TRUE,TRUE,pl_eleftherias,NA,Party founded in 2016: https://en.wikipedia.org/wiki/Course_of_Freedom. Not sure why it's not on PartyFacts,NA,pl_eleftherias,720633106521264100
GRC,NA,-99999999,NA,12065182,PiratePartyGR,Greece,NA,NA,NA,NA,x,FALSE,TRUE,TRUE,TRUE,PiratepartyGR,NA,Seems like a legitimate party https://en.wikipedia.org/wiki/Pirate_Party_of_Greece but haven't received >1% of the vote ever so maybe that's why PartyFacts doesn't have it.,NA,piratepartygr,406531614
GRC,NA,-99999999,NA,7317493,metopo,Greece,NA,NA,NA,NA,x,FALSE,TRUE,TRUE,TRUE,epamhellas,NA,"A legitimate party, was part of the coalition of ""NO"" with the Democratic Revival https://en.wikipedia.org/wiki/United_Popular_Front",NA,epamhellas,617386550
GRC,NA,-99999999,NA,7317456,koinwnia,Greece,NA,NA,NA,NA,x,FALSE,TRUE,TRUE,TRUE,koinwnia,NA,A legitimate party https://en.wikipedia.org/wiki/Society_%E2%80%93_Political_Party_of_the_Successors_of_Kapodistrias but maybe too small for PartyFacts to list it?,NA,koinwnia,135407789
BEL,Pp,639,People's Party,1525798,partipopulaireofficiel,Belgium,2010,9999,1.5,2014,NA,TRUE,TRUE,TRUE,TRUE,PartiPopulaire,Party very recently dissolved,NA,NA,partipopulaire,90576797
FRA,NPA,6684,New Anticapitalist Party,640530,npa2009,France,2009,9999,4.9,2009,NA,TRUE,TRUE,TRUE,TRUE,NPA_officiel,NA,NA,NA,npa_officiel,2273166283
DEU,AfD,1976,Alternative for Germany,339088,alternativefuerde,Germany,2013,9999,12.6,2017,NA,TRUE,TRUE,TRUE,TRUE,AfD,NA,NA,NA,afd,844081278
GRC,KINAL,7909,Movement for Change,7658259,kinimallagis,Greece,2017,9999,8.1,2019,NA,TRUE,TRUE,TRUE,TRUE,kinimallagis,NA,NA,NA,kinimallagis,NA
IRL,DDI,3209,Direct Democracy Ireland,342782,directdemocracyireland,Ireland,2010,9999,1.4,2014,NA,TRUE,TRUE,TRUE,TRUE,ddi,NA,NA,NA,ddi,619318353
IRL,FF,1055,Fianna Fail ‚Äì The Republican Party,428421,fiannafail,Ireland,1926,9999,51.9,1938,NA,TRUE,TRUE,TRUE,TRUE,fiannafailparty,NA,NA,NA,fiannafailparty,19594736
IRL,FG,1288,Fine Gael (Familiy of the Irish),423894,FineGael,Ireland,1944,9999,39.2,1982,NA,TRUE,TRUE,TRUE,TRUE,FineGael,NA,NA,NA,finegael,19530527
IRL,Greens,1775,Green Party,675436,GreenPartyIreland,Ireland,1989,9999,4.7,2007,NA,TRUE,TRUE,TRUE,TRUE,greenparty_ie,NA,NA,NA,greenparty_ie,19652551
IRL,Lab,562,Labour Party,553866,thelabourparty,Ireland,1912,9999,21.3,1922,NA,TRUE,TRUE,TRUE,TRUE,labour,NA,NA,NA,labour,6751502
IRL,PBPA,242,People Before Profit Alliance,3252882,peopleb4profit,Ireland,2005,9999,1,2011,NA,TRUE,TRUE,TRUE,TRUE,pb4p,NA,NA,NA,pb4p,237487471
IRL,RI,4869,Renua Ireland,3193280,renuairl,Ireland,2016,2016,2.2,2016,NA,TRUE,TRUE,TRUE,TRUE,RENUAIreland,NA,NA,NA,renuaireland,NA
IRL,DS,4870,Social Democrats,2300730,socialdemocratsireland,Ireland,2015,9999,3,2016,NA,TRUE,TRUE,TRUE,TRUE,SocDems,NA,NA,NA,socdems,3092798375
IRL,WP,208,Workers Party,3193301,workerspartyireland,Ireland,1970,9999,5,1989,NA,TRUE,TRUE,TRUE,TRUE,workersparty,NA,NA,NA,workersparty,5956402
ITA,LeU,8246,Free and Equal,2656819,liberieuguali2018,Italy,2017,9999,3.4,2018,NA,TRUE,TRUE,TRUE,TRUE,liberi_uguali,NA,NA,NA,liberi_uguali,937357777294544900
ITA,SI,1212,Italian Left,7319858,lasinistraguengl,Italy,2009,9999,3.2,2013,NA,TRUE,TRUE,TRUE,TRUE,SinistraUe,NA,NA,NA,sinistraue,1115988278614921200
ITA,TSIPRAS,6685,The Other Europe with Tsipras,888313,AltraEuropaConTsipras,Italy,2014,9999,4,2014,NA,TRUE,TRUE,TRUE,TRUE,altraeuropa,NA,NA,NA,altraeuropa,2322374534
ITA,NcI,6158,Us with Italy,2868177,NoiconlitaliaOfficial,Italy,2017,2018,1.3,2018,NA,TRUE,TRUE,TRUE,TRUE,noiconitalia,NA,NA,NA,noiconitalia,943183744562880500
LVA,AP!,8393,Development/For!,7067956,Attistibai.Par,Latvia,2018,9999,12,2018,NA,TRUE,TRUE,TRUE,TRUE,AttistibaiPar,NA,NA,NA,attistibaipar,510248658
MLT,PD,7354,Democratic Party,248000000000000,PartitDemokratiku,Malta,2016,9999,2,2019,NA,TRUE,TRUE,TRUE,TRUE,Demokratiku,NA,NA,NA,demokratiku,NA
NIR,APNI,3257,Alliance Party of Northern Ireland,348423,alliancepartyni,Northern Ireland,1970,9999,9.8,1975,NA,TRUE,TRUE,TRUE,TRUE,allianceparty,NA,NA,NA,allianceparty,22997097
NIR,NIC,694,Northern Ireland Conservatives,221000000000000,niconservatives,Northern Ireland,1989,9999,4.8,1989,NA,TRUE,TRUE,TRUE,TRUE,NIConservative,NA,NA,NA,niconservative,302083166
NIR,PUP,642,Progressive Unionist Party,560000000000000,ProgressiveUnionistPartyNi,Northern Ireland,1979,9999,2.6,1998,NA,TRUE,TRUE,TRUE,TRUE,officialPUP,NA,NA,NA,officialpup,883163772
ESP,CEP,5853,Coalition for the Europe of the Peoples,12065158,ceuscoalition,Spain,1987,2014,5.4,2014,NA,TRUE,TRUE,TRUE,TRUE,CEUScoalition,NA,NA,NA,ceuscoalition,1124931807965790200
ESP,PSC-PSOE,586,Socialists' Party of Catalonia,472651,PSC,Spain,1978,9999,3.8,2011,NA,TRUE,TRUE,TRUE,TRUE,socialistes_cat,NA,NA,NA,socialistes_cat,15133318
GBR,All,1477,Alliance Party of Northern Ireland,10642639740,alliancepartyni,UK,1970,9999,7.7,2011,NA,TRUE,TRUE,TRUE,TRUE,allianceparty,NA,NA,NA,allianceparty,22997097
GBR,PO,8360,Workers' Party of Ireland,320000000000000,workerspartyireland,UK,1970,9999,5,1989,NA,TRUE,TRUE,TRUE,TRUE,workersparty,NA,NA,NA,workersparty,5956402
BGR,SDS,482,Union of Democratic Forces,NA,sdsbul,Bulgaria,1989,9999,34.4,1991,NA,FALSE,TRUE,TRUE,FALSE,NA,link in case it's needed: https://www.facebook.com/%D0%A1%D1%8A%D1%8E%D0%B7-%D0%BD%D0%B0-%D0%94%D0%B5%D0%BC%D0%BE%D0%BA%D1%80%D0%B0%D1%82%D0%B8%D1%87%D0%BD%D0%B8%D1%82%D0%B5-%D0%A1%D0%B8%D0%BB%D0%B8-191375010936/,NA,NA,NA,NA
HRV,HDSSB,2347,Croatian Democratic Alliance of Slavonia and Baranja,NA,hdssb.hr,Croatia,2006,9999,3,2011,NA,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA
HRV,SDSS,2348,Independent Democratic Serb Party,NA,samostalna-demokratska-srpska-stranka-sdss-121388167968667,Croatia,1997,9999,1.5,2007,NA,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA
HRV,RiDS-PGS,3133,Rijeka Democratic Alliance -- Alliance of Primorje-Gorski Kotar,NA,jadranko.goranski,Croatia,1990,9999,2.8,2011,NA,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA
CZE,SPR‚ÄìRSƒå,1657,Coalition for Republic ‚Äì Republican Party of Czechoslovakia,NA,sprrsc.cz,Czech Republic,1989,9999,8,1996,x,FALSE,TRUE,TRUE,FALSE,NA,"The Twitter page listed on the party's offical website is for a party offical, and I can't find a party Twitter page.  here's the official's handle in case this is good: @MSladek2015",NA,NA,NA,NA
CZE,DSSS,805,Workers' Party of Social Justice,NA,dsss.cz,Czech Republic,2009,9999,1.1,2010,NA,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA
DNK,FrP,1601,Progress Party,NA,Fremskridtspartiet,Denmark,1973,9999,15.9,1973,NA,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA
EST,EKD,790,Estonian Christian Democrats,NA,EKD,Estonia,1990,9999,2.4,1999,NA,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA
GRC,D-FS,1130,Action -- Liberal Alliance,NA,drassi.gr,Greece,2009,9999,1.8,2012,x,FALSE,TRUE,TRUE,FALSE,NA,The party was suspended in 2019,NA,NA,NA,NA
HUN,FKgP,1294,Independent Smallholders Party (1988),NA,FKgP,Hungary,1930,9999,13.1,1998,x,FALSE,TRUE,TRUE,FALSE,NA,"Interestingly enough, their offical page is their FB page!",NA,NA,NA,NA
ITA,CD,2278,Democratic Centre,NA,centro.democratico.ita,Italy,2013,9999,0.5,2013,NA,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA
ITA,FdV,851,Federation of the Greens,NA,europaverde.verdi,Italy,1987,9999,2.8,1992,NA,FALSE,TRUE,TRUE,FALSE,NA,"The only Twitter handles I could find were for local parties, not a 'main' party one",NA,NA,NA,NA
LVA,ViLa,3195,United for Latvia,NA,Vienti-Latvijai,Latvia,2011,9999,1.2,2014,x,FALSE,TRUE,TRUE,FALSE,NA,"There are a few Twitter accounts with similar names, but none are very active or verified",NA,NA,NA,NA
LVA,LZS,1702,Latvian Farmers' Union,2831386,lzsropazi,Latvia,1917,9999,10.7,1993,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA
LTU,ULL,8257,For Lithuania in Lithuania,311000000000000,uzlietuvalietuvoje,Lithuania,2012,2014,1,2012,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA
LTU,LiCS,1193,Liberal and Centre Union,176000000000000,lics.lt,Lithuania,2003,2014,9.2,2004,X,TRUE,TRUE,TRUE,FALSE,NA,NA,Merged into the freedom union (row 373) in 2014,NA,NA,NA
LTU,LLS,1410,Lithuanian Liberty Union,102000000000000,laisveirteisingumaspartija,Lithuania,1992,2011,1.6,1996,X,TRUE,TRUE,TRUE,FALSE,NA,NA,Changed name to Laisvė ir Teisingumas from Lietuvos Laisvės Sąjunga in 2020.,NA,NA,NA
LTU,List,6738,Lithuanian List,339000000000000,ltsarasas,Lithuania,2012,9999,1.8,2016,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA
LTU,LLP,8256,Lithuanian People's Party,268000000000000,lietuvosliaudiespartija,Lithuania,2014,2014,1.1,2016,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA
LTU,LSDS,8258,Lithuanian Social Democratic Union,NA,lietuvossocialdemokratusajunga,Lithuania,1999,2014,0.9,2008,X,TRUE,TRUE,TRUE,FALSE,NA,NA,Dissolved in 2014 but FB page is still up,NA,NA,NA
LTU,LSDDP,7352,Social Democratic Labour Party of Lithuania,154000000000000,lsddpartija,Lithuania,2018,9999,2.4,2019,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA
LTU,DK,74,The Way of Courage,671000000000000,drasos.kelias.partija,Lithuania,2012,9999,8,2012,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA
LUX,KPL,1647,Communist Party of Luxembourg,132000000000000,kommunistesch.partei,Luxembourg,1945,9999,16.9,1948,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA
NOR,NKP,1079,Communist Party of Norway,158000000000000,norgeskommunistiskeparti,Norway,1923,9999,11.9,1945,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,Seems their twitter account @nkpnorge has been deleted.,NA,NA,NA
POL,ROP,1712,Movement for the Reconstruction of Poland,NA,ropimjo,Poland,1995,2012,5.6,1997,X,TRUE,TRUE,TRUE,FALSE,NA,NA,"I'm a little confused by this one because the FB page I found (under the name ROPimJO rather than just ROP) has  posts up until 2019, but what I can find online says that the party ceased operations in 2012... It could be that they kept posting even though the party was dissolved, but it doesn't seem normal based on the other parties I've looked at. The FB page seems legit though. For twitter: Can't find anything that looks like an official party handle.",This is odd but let's keep it. We can always drop the later data from when they have been inactive.,NA,NA
POL,PjN,41,Poland is the Most Important,NA,polskajestnajwazniejsza,Poland,2010,2013,2.2,2011,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,Can't find anything that looks like an official party handle.,NA,NA,NA
PRT,ID,387,Democratic Intervention,511000000000000,intervencaodemocratica1987,Portugal,1987,9999,0.8,1987,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,Can't find anything that looks like an official party handle.,NA,NA,NA
PRT,POUS/PST,1106,Workers Party of Socialist Unity,NA,pous4,Portugal,1980,9999,1.4,1980,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,Can't find anything that looks like an official party handle.,NA,NA,NA
ROU,PP-DD,2474,People's Party ‚Äì Dan Diaconescu,NA,ppdd.official,Romania,2011,9999,14,2012,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,Can't find anything that looks like an official party handle.,NA,NA,NA
ROU,PRU,5854,United Romania Party,798000000000000,pruoficial,Romania,2016,9999,2.8,2016,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,Can't find anything that looks like an official party handle.,NA,NA,NA
