author_id,twitter_handle,year,total_tweets,total_likes_tw,total_retweets,total_replies,total_tweets_rt
18687011,liberalerna,2012,302,71,359,179,8
18687011,liberalerna,2013,537,481,1198,416,29
18687011,liberalerna,2014,1753,4102,5553,2009,378
18687011,liberalerna,2015,1075,5413,4924,1527,1305
18687011,liberalerna,2016,1327,11377,8181,2320,4498
18687011,liberalerna,2017,877,20811,8739,3405,4223
18687011,liberalerna,2018,637,20822,5934,3664,3734
18687011,liberalerna,2019,457,13669,3094,4912,1498
18687011,liberalerna,2020,586,20643,3525,5455,798
18687011,liberalerna,2021,206,17487,2392,4864,483
18716146,SVparti,2009,295,5,2,0,8
18716146,SVparti,2010,423,21,231,1,17
18716146,SVparti,2011,602,46,578,120,26
18716146,SVparti,2012,759,171,1724,336,227
18716146,SVparti,2013,3256,1765,3280,2163,334
18716146,SVparti,2014,559,1624,1504,465,115
18716146,SVparti,2015,1171,5147,3797,894,447
18716146,SVparti,2016,1394,5895,3026,931,1125
18716146,SVparti,2017,1124,14317,4210,1022,1257
18716146,SVparti,2018,679,19649,4778,1387,805
18716146,SVparti,2019,727,22464,4271,1651,741
18716146,SVparti,2020,358,12683,2186,1041,475
18716146,SVparti,2021,113,4437,639,357,237
18907163,svobodni,2009,79,0,0,0,NA
18907163,svobodni,2010,63,29,58,0,9
18907163,svobodni,2011,353,236,588,86,174
18907163,svobodni,2012,590,368,960,331,205
18907163,svobodni,2013,808,1249,1358,660,201
18907163,svobodni,2014,523,1493,972,441,125
18907163,svobodni,2015,222,1364,796,173,72
18907163,svobodni,2016,81,610,197,84,14
18907163,svobodni,2017,219,3879,812,345,8
18907163,svobodni,2018,133,2255,432,160,7
18907163,svobodni,2019,65,1698,293,146,6
18907163,svobodni,2020,235,4660,610,266,34
18907163,svobodni,2021,173,5180,653,275,24
19014898,kdriks,2009,115,1,0,0,NA
19014898,kdriks,2010,41,3,38,0,4
19014898,kdriks,2011,431,25,232,108,166
19014898,kdriks,2012,805,110,963,375,389
19014898,kdriks,2013,1016,386,1337,665,395
19014898,kdriks,2014,2051,4192,5209,2042,848
19014898,kdriks,2015,1744,8675,6577,2270,500
19014898,kdriks,2016,1811,13140,7333,2248,678
19014898,kdriks,2017,953,17074,6762,1923,615
19014898,kdriks,2018,909,46689,9966,3522,667
19014898,kdriks,2019,634,75758,10623,5655,573
19014898,kdriks,2020,481,40286,5812,4244,691
19014898,kdriks,2021,234,20006,2568,2295,308
19028805,CiudadanosCs,2009,167,47,73,3,NA
19028805,CiudadanosCs,2010,947,31,916,3,160
19028805,CiudadanosCs,2011,4218,142,4212,973,1721
19028805,CiudadanosCs,2012,4703,1586,17815,4080,2315
19028805,CiudadanosCs,2013,6350,8878,44002,13041,3112
19028805,CiudadanosCs,2014,5801,69627,139843,16413,2575
19028805,CiudadanosCs,2015,11536,495134,834416,67854,7400
19028805,CiudadanosCs,2016,16256,867924,1266636,155189,9284
19028805,CiudadanosCs,2017,16801,1294025,1095309,168901,8035
19028805,CiudadanosCs,2018,11418,1212302,893464,205696,8344
19028805,CiudadanosCs,2019,9517,1140153,748614,212617,14302
19028805,CiudadanosCs,2020,6577,718108,445204,84513,15986
19028805,CiudadanosCs,2021,3071,371500,234798,43613,5649
19093067,zeleni_cz,2009,1080,0,0,0,NA
19093067,zeleni_cz,2010,265,15,17,0,NA
19093067,zeleni_cz,2011,275,21,54,10,NA
19093067,zeleni_cz,2012,420,52,73,24,6
19093067,zeleni_cz,2013,320,365,345,177,167
19093067,zeleni_cz,2014,537,788,428,246,197
19093067,zeleni_cz,2015,363,662,323,118,94
19093067,zeleni_cz,2016,539,1870,899,229,112
19093067,zeleni_cz,2017,759,3936,835,681,60
19093067,zeleni_cz,2018,377,3847,566,250,91
19093067,zeleni_cz,2019,243,2089,289,256,73
19093067,zeleni_cz,2020,958,11779,1598,930,750
19093067,zeleni_cz,2021,177,3872,555,296,214
19093128,kducsl,2009,874,1,0,0,NA
19093128,kducsl,2010,387,4,8,1,NA
19093128,kducsl,2011,401,9,35,2,NA
19093128,kducsl,2012,317,7,53,7,NA
19093128,kducsl,2013,215,30,36,21,NA
19093128,kducsl,2014,205,164,79,75,25
19093128,kducsl,2015,125,441,120,39,76
19093128,kducsl,2016,435,2380,455,362,485
19093128,kducsl,2017,430,5161,770,1145,177
19093128,kducsl,2018,980,16419,2181,2265,863
19093128,kducsl,2019,324,5848,659,879,549
19093128,kducsl,2020,973,21635,2693,2827,4572
19093128,kducsl,2021,222,7342,522,712,2401
19226961,moderaterna,2009,361,8,0,0,4
19226961,moderaterna,2010,252,43,177,0,15
19226961,moderaterna,2011,666,51,952,175,73
19226961,moderaterna,2012,984,325,2364,1083,131
19226961,moderaterna,2013,608,1263,4109,1473,389
19226961,moderaterna,2014,924,11371,14903,3794,525
19226961,moderaterna,2015,1150,13933,10958,5110,608
19226961,moderaterna,2016,2450,35304,22603,9708,1708
19226961,moderaterna,2017,1254,49979,17227,8957,758
19226961,moderaterna,2018,1376,88103,24240,15381,721
19226961,moderaterna,2019,945,118647,17120,15161,434
19226961,moderaterna,2020,470,119472,13081,12644,262
19226961,moderaterna,2021,165,56243,5614,6274,97
19334929,_CDSPP,2009,2713,29,29,9,NA
19334929,_CDSPP,2010,1176,56,206,24,NA
19334929,_CDSPP,2011,2514,290,701,102,1
19334929,_CDSPP,2012,39,8,19,18,NA
19334929,_CDSPP,2014,48,4,3,6,48
19334929,_CDSPP,2015,603,236,182,121,57
19334929,_CDSPP,2016,272,425,391,97,4
19334929,_CDSPP,2017,200,621,150,313,4
19334929,_CDSPP,2018,256,3529,746,450,10
19334929,_CDSPP,2019,744,15666,2756,2331,66
19334929,_CDSPP,2020,201,4329,740,540,4
19334929,_CDSPP,2021,234,4609,897,421,19
19530527,FineGael,2009,570,7,1,0,NA
19530527,FineGael,2010,269,7,256,2,11
19530527,FineGael,2011,694,64,1293,102,127
19530527,FineGael,2012,1624,212,3117,1201,1054
19530527,FineGael,2013,2107,691,3745,2102,1251
19530527,FineGael,2014,2644,3122,5768,2677,1390
19530527,FineGael,2015,2066,6894,10475,3179,596
19530527,FineGael,2016,1808,10373,14589,4577,1019
19530527,FineGael,2017,2654,21533,11673,6585,606
19530527,FineGael,2018,1032,12321,4325,3968,444
19530527,FineGael,2019,540,11557,3689,5042,418
19530527,FineGael,2020,883,61190,13519,22733,354
19530527,FineGael,2021,454,25058,5149,8229,330
19594736,fiannafailparty,2009,280,7,0,0,NA
19594736,fiannafailparty,2010,480,17,217,0,37
19594736,fiannafailparty,2011,1291,101,1818,373,79
19594736,fiannafailparty,2012,1842,114,2901,933,479
19594736,fiannafailparty,2013,1826,499,2844,1113,779
19594736,fiannafailparty,2014,2038,3820,5188,1314,507
19594736,fiannafailparty,2015,2430,6402,9590,2167,586
19594736,fiannafailparty,2016,2591,11133,12811,3354,660
19594736,fiannafailparty,2017,2935,13202,9663,4550,923
19594736,fiannafailparty,2018,2659,17885,9468,5757,3599
19594736,fiannafailparty,2019,1796,17232,7807,6632,3214
19594736,fiannafailparty,2020,1560,37481,10272,11025,1825
19594736,fiannafailparty,2021,931,17095,4235,6932,278
19652551,greenparty_ie,2009,358,10,0,0,49
19652551,greenparty_ie,2010,417,25,284,0,68
19652551,greenparty_ie,2011,578,119,1006,75,110
19652551,greenparty_ie,2012,236,41,530,98,31
19652551,greenparty_ie,2013,541,233,1027,226,368
19652551,greenparty_ie,2014,1949,1761,2766,595,1348
19652551,greenparty_ie,2015,781,2355,2920,341,922
19652551,greenparty_ie,2016,1350,11754,8527,780,2304
19652551,greenparty_ie,2017,1417,16285,9016,775,2838
19652551,greenparty_ie,2018,875,30183,12903,1484,2011
19652551,greenparty_ie,2019,1149,60923,16036,2163,4392
19652551,greenparty_ie,2020,968,51307,13358,4094,6156
19652551,greenparty_ie,2021,541,15421,4590,1716,1465
19977542,duponline,2009,286,1,0,0,9
19977542,duponline,2010,386,8,141,1,190
19977542,duponline,2011,699,28,519,108,715
19977542,duponline,2012,622,31,780,385,858
19977542,duponline,2013,1112,313,2205,1254,1312
19977542,duponline,2014,877,648,2338,1291,1240
19977542,duponline,2015,663,1096,2563,1249,1409
19977542,duponline,2016,285,1179,1221,515,1602
19977542,duponline,2017,378,7775,4216,4231,1126
19977542,duponline,2018,375,18513,8168,9649,1268
19977542,duponline,2019,392,50668,18466,18661,923
19977542,duponline,2020,514,17382,5607,11043,1280
19977542,duponline,2021,336,13500,4337,11407,510
20429858,CDU,2009,291,57,35,2,1
20429858,CDU,2010,372,43,340,0,5
20429858,CDU,2011,568,87,1300,494,49
20429858,CDU,2012,549,151,1512,857,171
20429858,CDU,2013,806,782,3811,1969,337
20429858,CDU,2014,1230,3295,5070,2604,426
20429858,CDU,2015,939,4952,5498,3989,492
20429858,CDU,2016,907,12745,7446,8945,543
20429858,CDU,2017,2614,93824,32720,45550,1445
20429858,CDU,2018,2326,76389,25859,54347,1530
20429858,CDU,2019,3667,109098,29771,108237,2909
20429858,CDU,2020,2268,127438,27284,75118,303
20429858,CDU,2021,845,62085,10830,59772,118
20509689,populares,2009,1489,20611,34538,972,NA
20509689,populares,2010,641,75,1083,38,45
20509689,populares,2011,3011,1374,27198,7830,495
20509689,populares,2012,1553,1403,29069,14029,198
20509689,populares,2013,1850,8927,64055,51610,515
20509689,populares,2014,4254,52038,174841,81224,1235
20509689,populares,2015,8533,286057,685704,161649,5004
20509689,populares,2016,9137,543858,841297,165143,8560
20509689,populares,2017,7216,580080,532375,207785,11392
20509689,populares,2018,5813,887080,610179,221572,4870
20509689,populares,2019,6286,1269636,795289,231465,4167
20509689,populares,2020,5973,1725134,949554,330156,4765
20509689,populares,2021,3075,784503,361669,109925,1851
20560841,ppdpsd,2009,348,13,2,0,NA
20560841,ppdpsd,2010,250,5,69,2,NA
20560841,ppdpsd,2011,334,20,231,10,6
20560841,ppdpsd,2012,918,16,84,23,NA
20560841,ppdpsd,2013,944,12,79,41,NA
20560841,ppdpsd,2014,1185,99,262,98,5
20560841,ppdpsd,2015,1663,1036,454,276,80
20560841,ppdpsd,2016,2647,3310,1653,346,5
20560841,ppdpsd,2017,2168,7746,1206,4280,15
20560841,ppdpsd,2018,999,5253,1010,605,29
20560841,ppdpsd,2019,1321,20243,3084,1366,180
20560841,ppdpsd,2020,1894,24090,3461,2566,168
20560841,ppdpsd,2021,872,17358,2152,1708,117
20686582,CoopParty,2009,195,6,0,0,300
20686582,CoopParty,2010,480,21,344,0,504
20686582,CoopParty,2011,1802,122,2155,331,2054
20686582,CoopParty,2012,1232,165,2830,329,1676
20686582,CoopParty,2013,531,236,2059,195,600
20686582,CoopParty,2014,493,512,1950,262,594
20686582,CoopParty,2015,614,2022,4074,297,1017
20686582,CoopParty,2016,717,4574,6638,382,401
20686582,CoopParty,2017,590,5986,6302,270,371
20686582,CoopParty,2018,556,9824,8128,421,372
20686582,CoopParty,2019,690,11910,7587,474,225
20686582,CoopParty,2020,610,17298,11006,651,216
20686582,CoopParty,2021,365,10594,4994,260,116
20710359,PartijvdDieren,2009,451,7,1,0,NA
20710359,PartijvdDieren,2010,193,14,490,0,186
20710359,PartijvdDieren,2011,746,60,1869,168,238
20710359,PartijvdDieren,2012,960,180,3054,665,422
20710359,PartijvdDieren,2013,693,142,1659,610,612
20710359,PartijvdDieren,2014,2610,1309,4920,1686,793
20710359,PartijvdDieren,2015,2049,3486,10582,1936,961
20710359,PartijvdDieren,2016,2268,9225,10819,1794,407
20710359,PartijvdDieren,2017,2958,49175,32129,5397,1766
20710359,PartijvdDieren,2018,811,35767,17423,4055,698
20710359,PartijvdDieren,2019,1035,66672,26848,6597,1068
20710359,PartijvdDieren,2020,938,96470,32019,7432,1135
20710359,PartijvdDieren,2021,848,110201,26718,6312,553
20978436,OsVerdes,2009,437,5,0,0,NA
20978436,OsVerdes,2010,130,0,8,0,NA
20978436,OsVerdes,2011,269,1,26,1,NA
20978436,OsVerdes,2012,407,63,99,1,NA
20978436,OsVerdes,2013,183,15,23,6,NA
20978436,OsVerdes,2014,454,14,15,6,NA
20978436,OsVerdes,2015,505,62,75,5,66
20978436,OsVerdes,2016,892,278,107,21,4
20978436,OsVerdes,2017,660,725,194,25,5
20978436,OsVerdes,2018,625,864,349,59,1
20978436,OsVerdes,2019,745,2669,663,96,17
20978436,OsVerdes,2020,672,1905,360,51,1
20978436,OsVerdes,2021,362,1847,330,40,NA
21090736,uuponline,2009,573,5,0,0,NA
21090736,uuponline,2010,370,4,43,0,3
21090736,uuponline,2011,512,5,215,48,40
21090736,uuponline,2012,995,35,1117,197,317
21090736,uuponline,2013,1915,319,2478,605,1546
21090736,uuponline,2014,1067,826,2701,565,2571
21090736,uuponline,2015,801,1907,2925,572,2570
21090736,uuponline,2016,887,5061,4806,458,3855
21090736,uuponline,2017,634,8937,6246,1306,2573
21090736,uuponline,2018,386,6910,4319,1320,1772
21090736,uuponline,2019,441,8302,4177,1625,1721
21090736,uuponline,2020,524,16733,6343,2698,1859
21090736,uuponline,2021,356,20236,6230,3527,620
21107582,CSU,2009,338,83,0,4,NA
21107582,CSU,2010,99,4,23,1,NA
21107582,CSU,2011,485,31,251,102,23
21107582,CSU,2012,786,96,576,406,89
21107582,CSU,2013,451,331,1069,441,130
21107582,CSU,2014,694,1291,1739,1631,219
21107582,CSU,2015,1568,8445,5898,4872,747
21107582,CSU,2016,1555,35239,11291,10305,865
21107582,CSU,2017,1895,59798,13304,27279,1105
21107582,CSU,2018,1350,49939,9529,29064,1569
21107582,CSU,2019,914,31823,6838,20768,865
21107582,CSU,2020,569,45832,7461,18199,692
21107582,CSU,2021,278,18363,2245,14874,474
21289183,keskusta,2009,55,6,0,0,NA
21289183,keskusta,2010,341,4,75,0,13
21289183,keskusta,2011,50,0,21,1,9
21289183,keskusta,2013,294,94,261,110,119
21289183,keskusta,2014,704,829,942,244,420
21289183,keskusta,2015,417,1386,1216,263,255
21289183,keskusta,2016,449,2130,1220,233,1171
21289183,keskusta,2017,487,4650,1538,556,2187
21289183,keskusta,2018,954,15815,3058,1313,637
